,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
271,37,2,2,3,3,0,1402,12,5
272,36,1,3,1,0,2,12169,48,2
273,28,1,2,2,1,2,3060,48,6
274,34,1,1,2,1,1,11998,30,7
275,32,1,2,2,1,0,2697,9,6
276,26,2,2,2,1,0,2404,18,6
277,49,1,1,2,0,1,1262,12,5
278,32,2,2,2,1,0,4611,6,5
279,29,1,3,3,2,0,1901,24,6
280,23,1,2,3,4,0,3368,15,2
281,50,1,2,2,1,0,1574,12,5
282,49,1,1,2,0,3,1445,18,6
283,63,1,2,2,0,0,1520,15,5
284,37,1,2,2,2,2,3878,24,2
285,35,2,1,2,1,1,10722,47,2
286,26,1,2,2,1,1,4788,48,2
287,31,1,3,1,2,2,7582,48,8
288,49,2,2,2,1,2,1092,12,6
289,48,1,2,2,1,1,1024,24,6
290,26,1,2,2,1,0,1076,12,1
291,28,1,3,3,1,2,9398,36,2
292,44,2,3,1,1,1,6419,24,2
293,56,1,2,1,1,3,4796,42,2
294,46,1,3,2,0,0,7629,48,1
295,26,2,2,2,1,2,9960,48,5
296,20,2,2,3,0,0,4675,12,2
297,45,1,1,2,0,0,1287,10,2
298,43,1,2,2,1,0,2515,18,5
299,32,1,2,2,4,2,2745,21,5
300,54,2,0,2,1,0,672,6,2
301,42,2,2,2,1,2,3804,36,6
302,37,1,1,2,0,3,1344,24,2
303,49,1,2,2,1,1,1038,10,2
304,44,1,2,1,3,0,10127,48,2
305,33,1,2,2,4,0,1543,6,5
306,24,2,1,3,0,0,4811,30,2
307,33,1,1,2,2,1,727,12,6
308,24,2,2,2,1,2,1237,8,5
309,22,1,1,3,1,2,276,9,2
310,40,1,0,1,0,2,5381,48,8
311,25,1,2,2,2,0,5511,24,5
312,26,2,2,2,1,3,3749,24,5
313,25,1,1,2,1,2,685,12,2
314,29,1,1,2,0,3,1494,4,2
315,31,1,2,2,1,1,2746,36,5
316,38,1,1,2,1,1,708,12,5
317,48,2,1,2,0,2,4351,24,5
318,32,1,2,2,1,0,701,12,4
319,27,2,1,2,1,1,3643,15,5
320,28,1,3,2,1,2,4249,30,2
321,32,1,2,2,1,1,1938,24,6
322,34,1,3,1,1,1,2910,24,2
323,28,1,2,2,4,1,2659,18,5
324,36,2,2,2,1,0,1028,18,2
325,39,1,1,2,1,1,3398,8,2
326,49,1,2,3,0,0,5801,12,5
327,34,2,2,2,4,0,1525,24,2
328,31,1,2,2,1,3,4473,36,6
329,28,1,2,2,1,2,1068,6,6
330,75,1,3,1,1,1,6615,24,2
331,30,2,2,2,2,0,1864,18,4
332,24,2,3,2,2,2,7408,60,2
333,24,2,1,3,2,0,11590,48,2
334,23,1,2,3,1,1,4110,24,5
335,44,1,3,3,1,1,3384,6,5
336,23,2,1,2,1,2,2101,13,6
337,24,2,2,3,0,1,1275,15,3
338,28,1,2,2,1,1,4169,24,5
339,31,1,1,2,1,2,1521,10,5
340,24,2,2,1,1,2,5743,24,4
341,26,2,1,3,1,1,3599,21,5
342,25,1,2,3,3,2,3213,18,6
343,33,1,3,2,1,2,4439,18,1
344,37,1,1,2,1,3,3949,10,2
345,43,2,1,2,1,0,1459,15,6
346,23,1,2,2,1,2,882,13,6
347,23,2,0,3,3,2,3758,24,6
348,34,1,1,2,2,0,1743,6,1
349,32,1,2,1,4,2,1136,9,4
350,23,2,2,3,1,0,1236,9,3
351,29,2,2,2,1,2,959,9,5
352,38,1,3,2,0,0,3229,18,2
353,28,1,2,3,1,1,6199,12,6
354,46,1,2,1,3,0,727,10,4
355,23,1,1,2,1,2,1246,24,2
356,49,1,2,2,0,0,2331,12,6
357,26,1,3,2,1,0,4463,36,6
358,28,1,2,2,1,0,776,12,6
359,23,2,2,3,1,1,2406,30,5
360,61,1,2,1,0,2,1239,18,4
361,37,1,3,2,0,3,3399,12,6
362,36,2,2,2,1,3,2247,12,2
363,21,1,2,3,1,0,1766,6,5
364,25,1,0,2,1,1,2473,18,5
365,36,1,2,2,1,0,1542,12,1
366,27,1,2,2,1,0,3850,18,2
367,22,2,2,3,1,1,3650,18,5
368,42,1,2,2,1,1,3446,36,5
369,40,2,2,3,1,2,3001,18,5
370,36,1,2,2,0,0,3079,36,2
371,33,1,2,2,1,0,6070,18,6
372,23,2,2,3,1,0,2146,10,5
373,63,1,3,1,0,0,13756,60,2
374,60,2,3,1,2,2,14782,60,8
375,37,2,2,3,1,1,7685,48,1
376,34,1,2,2,1,0,2320,18,6
377,36,1,2,1,0,0,846,7,6
378,57,1,3,1,1,2,14318,36,2
379,52,2,1,2,2,0,362,6,2
380,39,1,2,2,0,1,2212,20,5
381,38,2,3,1,1,2,12976,18,2
382,25,2,2,3,0,0,1283,22,2
383,26,1,2,2,1,3,1330,12,2
384,26,1,1,2,2,0,4272,30,1
385,25,2,2,2,1,0,2238,18,6
386,21,2,2,3,0,0,1126,18,6
387,40,1,3,2,1,2,7374,18,5
388,27,1,2,2,3,2,2326,15,1
389,27,2,2,2,1,0,1449,9,1
390,30,1,3,2,1,0,1820,18,2
391,19,2,1,3,4,2,983,12,5
392,39,1,3,1,1,1,3249,36,2
393,31,2,2,2,1,1,1957,6,6
394,31,1,3,2,1,0,2406,9,5
395,32,1,2,3,2,2,11760,39,4
396,55,2,3,1,1,1,2578,12,5
397,46,1,2,2,1,1,2348,36,5
398,46,1,2,3,1,2,1223,12,2
399,43,2,1,2,4,0,1516,24,6
400,39,1,2,2,1,0,1473,18,6
401,28,1,2,2,0,2,1887,18,1
402,27,1,2,2,1,0,8648,24,1
403,27,1,1,2,1,0,802,14,2
404,43,1,2,2,0,2,2899,18,2
405,22,1,2,2,1,2,2039,24,6
406,43,1,2,2,0,0,2197,24,2
407,27,1,2,2,1,1,1053,15,6
408,26,1,3,2,3,0,3235,24,6
409,28,1,2,2,3,3,939,12,2
410,20,2,2,2,1,2,1967,24,6
411,35,1,3,2,1,0,7253,33,2
412,42,1,3,2,1,0,2292,12,1
413,40,1,1,3,3,0,1597,10,2
414,35,2,2,2,0,1,1381,24,2
415,35,1,2,2,1,0,5842,36,2
416,33,1,1,2,1,1,2579,12,2
417,23,2,2,3,0,1,8471,18,4
418,31,2,3,2,3,0,2782,21,2
419,33,2,2,2,0,2,1042,18,2
420,20,2,2,3,4,0,3186,15,2
421,30,1,2,2,0,2,2028,12,2
422,47,1,1,2,1,2,958,12,2
423,34,1,3,2,2,0,1591,21,5
424,25,2,2,2,0,2,2762,12,5
425,21,1,2,3,1,2,2779,18,2
426,29,1,2,2,1,0,2743,28,6
427,46,1,2,2,4,0,1149,18,6
428,20,1,2,2,1,0,1313,9,5
429,55,2,0,1,1,1,1190,18,7
430,74,1,1,2,1,0,3448,5,1
431,29,1,3,2,1,2,11328,24,8
432,36,1,3,1,1,1,1872,6,5
433,33,1,2,2,1,0,2058,24,7
434,25,1,2,2,1,1,2136,9,5
435,25,1,2,2,0,2,1484,12,6
436,23,1,1,3,3,0,660,6,7
437,37,2,2,2,4,0,1287,24,2
438,65,1,0,2,1,1,3394,42,7
439,26,2,0,2,1,3,609,12,1
440,39,1,3,2,1,0,1884,12,2
441,30,2,2,2,1,1,1620,12,5
442,29,1,2,2,1,2,2629,20,8
443,41,1,1,2,1,0,719,12,4
444,30,2,3,2,1,2,5096,48,5
445,41,2,1,3,0,0,1244,9,4
446,34,2,2,2,1,1,1842,36,2
447,35,1,2,2,1,2,2576,7,6
448,55,2,3,2,0,3,1424,12,5
449,61,1,2,2,4,2,1512,15,7
450,30,1,3,2,0,0,11054,36,2
451,29,2,2,2,1,0,518,6,6
452,34,1,2,2,1,0,2759,12,5
453,35,1,3,2,1,0,2670,24,2
454,31,1,2,2,1,1,4817,24,2
455,29,2,3,2,1,0,2679,24,2
456,36,1,2,3,1,1,3905,11,2
457,35,1,2,1,1,1,3386,12,2
458,27,2,2,2,1,1,343,6,3
459,32,1,2,2,1,0,4594,18,6
460,37,1,2,2,1,1,3620,36,5
461,36,1,2,2,1,1,1721,15,2
462,34,2,3,3,1,2,3017,12,5
463,38,1,2,2,0,2,754,12,4
464,34,1,2,2,1,0,1950,18,1
465,63,1,2,2,1,1,2924,24,2
466,29,2,1,3,1,1,1659,24,6
467,32,1,2,2,0,0,7238,48,6
468,26,2,2,2,1,0,2764,33,1
469,35,1,1,2,1,0,4679,24,2
470,22,1,2,3,2,2,3092,24,6
471,23,2,2,2,1,1,448,6,4
472,28,1,1,2,1,1,654,9,2
473,36,1,3,2,0,0,1238,6,4
474,33,1,2,2,1,2,1245,18,6
475,26,2,2,3,1,1,3114,18,5
476,24,1,2,2,3,0,2569,39,2
477,25,1,2,2,1,3,5152,24,6
478,39,1,1,2,2,2,1037,12,1
479,44,1,2,2,1,1,1478,15,5
480,23,2,1,2,1,2,3573,12,6
481,26,1,2,2,1,2,1201,24,2
482,57,2,2,3,4,1,3622,30,5
483,30,2,2,2,4,0,960,15,5
484,44,1,2,2,3,0,1163,12,2
485,47,1,3,2,1,2,1209,6,2
486,52,1,2,2,1,0,3077,12,6
487,62,2,2,1,1,0,3757,24,2
488,35,1,1,3,2,0,1418,10,2
489,26,1,2,3,1,0,3518,6,2
490,26,1,2,2,1,0,1934,12,6
491,42,2,3,1,1,2,8318,27,1
492,27,2,2,2,2,0,1237,6,6
493,38,1,2,2,0,2,368,6,6
494,39,1,1,3,1,1,2122,12,2
495,20,1,2,2,0,1,2996,24,5
496,29,1,3,3,2,2,9034,36,5
497,40,1,2,2,1,0,1585,24,5
498,32,1,1,2,1,2,1301,18,6
499,28,1,2,2,2,3,1323,6,2
500,27,2,2,2,1,1,3123,24,2
501,42,1,2,1,1,1,5493,36,2
502,49,1,2,2,2,3,1126,9,6
503,38,1,2,2,2,2,1216,24,6
504,24,2,2,3,1,1,1207,24,2
505,27,1,1,2,0,0,1309,10,2
506,36,1,2,2,3,3,2360,15,2
507,34,1,3,2,2,2,6850,15,2
508,28,1,2,2,1,0,1413,24,6
509,45,1,3,2,2,0,8588,39,2
510,26,1,2,2,1,1,759,12,2
511,32,1,3,1,1,0,4686,36,2
512,26,1,2,3,1,3,2687,15,1
513,20,1,2,3,1,2,585,12,6
514,54,1,2,2,0,0,2255,24,2
515,37,2,2,2,1,1,609,6,2
516,40,1,1,2,1,1,1361,6,2
517,23,2,2,3,1,0,7127,36,5
518,43,1,2,2,2,1,1203,6,2
519,36,1,2,1,0,0,700,6,6
520,44,1,2,1,1,0,5507,24,7
521,24,2,2,2,1,1,3190,18,6
522,53,1,2,1,1,1,7119,48,5
523,23,2,2,2,2,0,3488,24,2
524,26,2,1,2,1,2,1113,18,6
525,30,1,2,2,1,2,7966,26,2
526,31,2,2,2,2,0,1532,15,4
527,42,1,1,2,1,0,1503,4,6
528,31,1,2,3,1,1,2302,36,6
529,41,1,1,2,1,1,662,6,2
530,32,1,2,2,1,2,2273,36,4
531,28,2,2,3,2,2,2631,15,2
532,41,1,2,3,1,0,1503,12,2
533,26,1,2,2,2,0,1311,24,6
534,25,1,2,2,0,0,3105,24,6
535,33,1,2,3,1,3,2319,21,4
536,75,2,3,2,0,1,1374,6,2
537,37,2,2,2,1,2,3612,18,5
538,42,1,3,1,1,1,7763,48,2
539,45,2,1,2,1,3,3049,18,5
540,23,1,2,3,1,2,1534,12,6
541,60,1,2,1,1,0,2032,24,2
542,31,1,2,2,0,1,6350,30,5
543,34,1,1,2,1,3,2864,18,5
544,61,1,1,2,1,0,1255,12,2
545,43,1,2,1,1,1,1333,24,2
546,37,2,2,2,1,0,2022,24,2
547,32,1,2,2,1,0,1552,24,6
548,24,2,1,2,1,1,626,12,6
549,35,1,2,1,0,0,8858,48,2
550,23,2,2,2,0,0,996,12,7
551,45,1,1,2,3,0,1750,6,6
552,34,1,2,2,1,1,6999,48,6
553,27,1,2,2,2,2,1995,12,2
554,67,2,3,2,1,2,1199,9,4
555,22,1,2,2,1,2,1331,12,6
556,28,2,2,2,2,2,2278,18,2
557,29,2,2,2,0,0,5003,21,2
558,27,1,2,2,1,1,3552,24,5
559,31,1,1,2,1,2,1928,18,5
560,49,1,2,1,0,1,2964,24,2
561,24,1,1,3,1,1,1546,24,6
562,29,2,2,2,1,3,683,6,6
563,37,1,2,1,0,2,12389,36,2
564,37,1,3,2,0,2,4712,24,1
565,23,2,2,3,2,2,1553,24,6
566,36,1,2,2,1,1,1372,12,2
567,34,1,2,2,4,0,2578,24,6
568,41,1,2,2,0,2,3979,48,6
569,31,2,2,2,1,1,6758,48,6
570,23,2,1,3,1,1,3234,24,5
571,38,1,2,2,1,0,5954,30,6
572,26,2,3,3,0,0,5433,24,2
573,22,2,1,2,1,1,806,15,1
574,27,1,1,2,1,2,1082,9,6
575,24,2,2,2,1,0,2788,15,5
576,27,2,2,2,1,2,2930,12,6
577,33,2,2,2,0,0,1927,24,4
578,27,1,2,2,1,2,2820,36,2
579,27,1,1,2,1,0,937,24,4
580,30,1,2,2,1,2,1056,18,2
581,49,1,1,2,1,2,3124,12,2
582,26,2,2,3,1,0,1388,9,5
583,33,1,1,3,1,2,2384,36,7
584,52,2,3,1,0,0,2133,12,2
585,20,2,2,3,1,1,2039,18,5
586,36,1,2,3,1,1,2799,9,2
587,21,1,1,2,1,1,1289,12,5
588,47,1,1,2,1,1,1217,18,3
589,60,1,2,2,1,1,2246,12,5
590,58,2,1,2,1,1,385,12,6
591,42,2,2,3,0,2,1965,24,2
592,36,2,1,2,4,0,1572,21,1
593,20,2,1,3,1,2,2718,24,2
594,40,1,3,2,0,1,1358,24,8
595,32,2,1,2,2,2,931,6,2
596,23,2,2,3,1,1,1442,24,2
597,36,1,1,2,1,2,4241,24,1
598,31,1,2,2,1,0,2775,18,2
599,32,1,2,1,1,0,3863,24,1
600,45,2,2,2,1,2,2329,7,6
601,30,2,2,2,1,2,918,9,5
602,34,2,1,1,1,2,1837,24,4
603,28,2,3,2,1,0,3349,36,5
604,23,2,2,2,1,3,1275,10,5
605,22,1,2,2,3,1,2828,24,5
606,74,1,3,2,1,0,4526,24,1
607,50,2,2,1,2,2,2671,36,6
608,33,1,2,2,1,0,2051,18,6
609,45,1,2,1,0,0,1300,15,2
610,22,2,2,2,2,1,741,12,3
611,48,2,1,1,2,3,1240,10,2
612,29,2,2,2,4,1,3357,21,6
613,22,2,2,3,1,1,3632,24,2
614,22,2,2,2,1,0,1808,18,5
615,48,1,3,2,0,2,12204,48,1
616,27,1,3,1,0,2,9157,60,6
617,37,1,2,3,1,1,3676,6,2
618,21,2,2,3,2,2,3441,30,5
619,49,1,1,2,1,0,640,12,2
620,27,1,2,2,1,2,3652,21,1
621,32,1,2,2,1,0,1530,18,2
622,38,1,2,2,0,0,3914,48,1
623,22,2,2,3,1,1,1858,12,5
624,65,1,2,1,1,1,2600,18,6
625,35,1,2,2,0,0,1979,15,6
626,41,1,2,2,1,3,2116,6,5
627,29,1,2,2,2,2,1437,9,2
628,36,1,2,2,3,0,4042,42,5
629,64,1,1,2,0,0,3832,9,4
630,28,2,2,2,1,1,3660,24,6
631,44,1,2,2,1,1,1553,18,5
632,23,1,2,2,0,2,1444,15,6
633,19,2,2,3,1,0,1980,9,5
634,25,2,1,2,1,2,1355,24,2
635,47,1,2,2,1,0,1393,12,4
636,28,2,2,2,3,0,1376,24,6
637,21,1,2,2,1,0,15653,60,6
638,34,2,2,2,1,0,1493,12,6
639,26,1,2,2,1,1,4370,42,6
640,27,2,0,2,1,1,750,18,4
641,38,1,1,2,1,2,1308,15,7
642,40,1,3,2,2,0,4623,15,4
643,33,1,2,2,1,0,1851,24,6
644,32,1,3,2,1,1,1880,18,6
645,27,1,2,3,0,0,7980,36,1
646,32,1,2,2,1,1,4583,30,5
647,26,2,2,2,3,0,1386,12,2
648,38,1,2,1,1,3,947,24,2
649,40,1,1,3,1,1,684,12,4
650,50,1,3,1,1,1,7476,48,4
651,37,1,1,2,1,2,1922,12,5
652,45,1,2,2,1,1,2303,24,2
653,42,1,3,2,2,2,8086,36,2
654,35,1,2,2,1,0,2346,24,2
655,22,1,2,1,1,1,3973,14,2
656,41,1,1,2,1,2,888,12,2
657,37,1,2,2,0,0,10222,48,6
658,28,2,2,2,1,2,4221,30,1
659,41,1,2,2,1,2,6361,18,5
660,23,1,2,3,1,3,1297,12,6
661,23,1,2,2,0,1,900,12,2
662,50,1,2,2,1,0,2241,21,5
663,35,1,3,2,1,2,1050,6,5
664,50,2,1,2,1,3,1047,6,4
665,27,1,3,2,1,0,6314,24,8
